document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized,answera,answerb,answerc,answerd
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,What are Theseusand Hippolyta about to do before they discover the sleeping lovers?,Listen to Theseus’s hounds baying.,Listen to Theseus’s hounds baying.,What are Theseusand Hippolyta about to do before they discover the sleeping lovers?,Listen to Theseus’s hounds baying.,Listen to Theseus’s hounds baying.,Listen to Theseus’s hounds baying.,Watch Theseus’s falcons hunting.,Watch Theseus’s deer roaming.,See Theseus’s golden lion.
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,How many weddingstake place before the play-within-a-play?,3,3,How many weddingstake place before the play-within-a-play?,3,3,4,2,3,1
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,Who blesses Theseusand Hippolyta with a magical charm at the end of the play?,Oberon and Titania,Oberon and Titania,Who blesses Theseusand Hippolyta with a magical charm at the end of the play?,Oberon and Titania,Oberon and Titania,Puck,Oberon,Titania,Oberon and Titania
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,Who suggeststhat the audience consider whether the entire play has been a dream?,Puck,Puck,Who suggeststhat the audience consider whether the entire play has been a dream?,Puck,Puck,Snout,Puck,Titania,Peaseblossom
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,Where is the play set?,In and around Athens,In and around Athens,Where is the play set?,In and around Athens,In and around Athens,In and around Genoa,In and around Athens,In and around London,In and around Verona
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,What is Theseus planning as the play opens?,His wedding to Hippolyta,His wedding to Hippolyta,What is Theseus planning as the play opens?,His wedding to Hippolyta,His wedding to Hippolyta,His wedding to Titania,His wedding to Hermia,His wedding to Helena,His wedding to Hippolyta
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,Why has Egeus come to see Theseus?,His daughter won't marry the man he wants her to marry.,His daughter won't marry the man he wants her to marry.,Why has Egeus come to see Theseus?,His daughter won't marry the man he wants her to marry.,His daughter won't marry the man he wants her to marry.,His daughter won't marry the man he wants her to marry.,His daughter refuses to attend Theseus's wedding.,His daughter refuses to act as Hippolyta's lady in waiting.,His daughter wants to perform in the entertainments planned for Theseus's wedding.
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,What phrase from scene i emphasizes the theme of love's difficulty?,"""The course of true love never did run smooth.""","""The course of true love never did run smooth.""",What phrase from scene i emphasizes the theme of love's difficulty?,"""The course of true love never did run smooth.""","""The course of true love never did run smooth.""","""Lord, what fools these mortals be!""","""The course of true love never did run smooth.""","""I have had a most rare vision.""","""Ay, love! What has happened to me?"""
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,What does Lysander propose to Hermia?,That they run away to the home of Lysander's aunt,That they run away to the home of Lysander's aunt,What does Lysander propose to Hermia?,That they run away to the home of Lysander's aunt,That they run away to the home of Lysander's aunt,That they have a double wedding with Helena and Demetrius,That they ask the fairies for help overthrowing Theseus,That they run away to the home of Lysander's aunt,That they join the band of fairies who live in the woods
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,Why has a group of laborers gathered at Peter Quince's house?,"They're rehearsing a play that the men hope to perform at Theseus""s wedding.","They're rehearsing a play that the men hope to perform at Theseus""s wedding.",Why has a group of laborers gathered at Peter Quince's house?,"They're rehearsing a play that the men hope to perform at Theseus""s wedding.","They're rehearsing a play that the men hope to perform at Theseus""s wedding.","They're discussing the food to be served at Theseus""s wedding.",They're writing and rehearsing several songs to honor Theseus.,"They're discussing the repairs that need to be made at Theseus""s palace before his wedding.","They're rehearsing a play that the men hope to perform at Theseus""s wedding."
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,Why does Quince have trouble conducting the meeting?,Because Bottom keeps interrupting him,Because Bottom keeps interrupting him,Why does Quince have trouble conducting the meeting?,Because Bottom keeps interrupting him,Because Bottom keeps interrupting him,Because he has fallen in love with Theseus's fiancÃ©e,Because he can't remember why the men have gathered at his house,Because Bottom keeps interrupting him,Because he thinks it's a bad idea for the men to perform at the wedding
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,What is the name of the play to be performed?,The Most Lamentable Comedy and Most Cruel Death of Pyramus and Thisbe,The Most Lamentable Comedy and Most Cruel Death of Pyramus and Thisbe,What is the name of the play to be performed?,The Most Lamentable Comedy and Most Cruel Death of Pyramus and Thisbe,The Most Lamentable Comedy and Most Cruel Death of Pyramus and Thisbe,The Most Lamentable Comedy and Most Cruel Death of Pyramus and Thisbe,A Midsummer Night's Dream,The Most Lamentable Comedy and Most Cruel Death of Lysander and Hermia,The Twisted Tale and Lamentable Woes of Athenian Lovers
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,How does Quince convince Bottom to play Pyramus?,By appealing to Bottom's vanity,By appealing to Bottom's vanity,How does Quince convince Bottom to play Pyramus?,By appealing to Bottom's vanity,By appealing to Bottom's vanity,By appealing to Bottom's vanity,By appealing to Bottom's sense of humor,By appealing to Bottom's love of wine,By appealing to Bottom's reason
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,Why are the laborers worried?,They're worried that the lion will upset the ladies in attendance.,They're worried that the lion will upset the ladies in attendance.,Why are the laborers worried?,They're worried that the lion will upset the ladies in attendance.,They're worried that the lion will upset the ladies in attendance.,"They're worried that the audience won""t find the play amusing.",They're worried that the lion will upset the ladies in attendance.,They're worried that no one will pay attention to the performance.,"They're worried that they haven""t been invited by Theseus to attend his wedding."
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,Why must the fairy servants keep Oberon and Titania separated?,Because they're very angry with each other,Because they're very angry with each other,Why must the fairy servants keep Oberon and Titania separated?,Because they're very angry with each other,Because they're very angry with each other,Because it's bad luck for them to see one another on the night before their wedding,Because they're very angry with each other,Because they've fallen out of love,Because Oberon has rejected Titania for Hermia
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,What is Robin Goodfellow's other name?,Puck,Puck,What is Robin Goodfellow's other name?,Puck,Puck,Oberon,Titania,Fairy,Puck
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,What does Titania accuse Oberon of?,Falling in love with Hippolyta,Falling in love with Hippolyta,What does Titania accuse Oberon of?,Falling in love with Hippolyta,Falling in love with Hippolyta,Falling in love with Hippolyta,Falling in love with Hermia,Falling in love with Helena,Falling in love with Thisbe
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,What does Titania have that Oberon wants?,An Indian prince,An Indian prince,What does Titania have that Oberon wants?,An Indian prince,An Indian prince,A human servant,An Indian princess,An Indian prince,A royal title
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,What happens when the juice of the love-in-idleness flower is rubbed on a sleeper's eyelids?,The sleeper will fall in love with the first living thing he or she sees upon waking.,The sleeper will fall in love with the first living thing he or she sees upon waking.,What happens when the juice of the love-in-idleness flower is rubbed on a sleeper's eyelids?,The sleeper will fall in love with the first living thing he or she sees upon waking.,The sleeper will fall in love with the first living thing he or she sees upon waking.,The sleeper will fall in love with the first living thing he or she sees upon waking.,The sleeper will dream of his or her true love.,The sleeper won't wake up until the juice is washed off.,The sleeper will turn into a fairy.
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,What does Demetrius tell Helena?,That he doesn't love her,That he doesn't love her,What does Demetrius tell Helena?,That he doesn't love her,That he doesn't love her,That he loves her,That he wishes to marry her,That he doesn't love her,That he is already married
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,What does Oberon ask Puck to do?,To find an Athenian youth being pursued by a lady,To find an Athenian youth being pursued by a lady,What does Oberon ask Puck to do?,To find an Athenian youth being pursued by a lady,To find an Athenian youth being pursued by a lady,To find an Athenian king being pursued by a lady,To find an Athenian youth being pursued by a lady,To find an Athenian queen being pursued by a young man,To find an Athenian lady being pursued by a young man
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,Why are Lysander and Hermia sleeping apart?,Hermia wants to respect custom and propriety.,Hermia wants to respect custom and propriety.,Why are Lysander and Hermia sleeping apart?,Hermia wants to respect custom and propriety.,Hermia wants to respect custom and propriety.,They had a fight.,Lysander doesn't want to offend the fairies.,Hermia wants to respect custom and propriety.,They need to keep watch for Demetrius and Helena.
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,What mistake does Puck make?,He squirts the juice on the wrong man.,He squirts the juice on the wrong man.,What mistake does Puck make?,He squirts the juice on the wrong man.,He squirts the juice on the wrong man.,He squirts the juice on the wrong man.,He squirts the juice on the wrong fairy.,He squirts the juice on the wrong woman.,He loses the flower.
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,What happens when Helena wakes Lysander?,He falls in love with her.,He falls in love with her.,What happens when Helena wakes Lysander?,He falls in love with her.,He falls in love with her.,He confusedly asks where he is.,He looks frantically for Hermia.,He asks whether he is still dreaming.,He falls in love with her.
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,What is the purpose of the prologue written by the craftsmen for their play?,"To explain that the lion isn't really a loin, the sword isn""t really a sword, and no one really dies","To explain that the lion isn't really a loin, the sword isn""t really a sword, and no one really dies",What is the purpose of the prologue written by the craftsmen for their play?,"To explain that the lion isn't really a loin, the sword isn""t really a sword, and no one really dies","To explain that the lion isn't really a loin, the sword isn""t really a sword, and no one really dies",To explain the play's plot and main themes,"To explain that the lion isn't really a loin, the sword isn""t really a sword, and no one really dies",To beg the audience to forgive the craftsmen's lack of experience as actors,To commend Theseus and Hippolyta on their wedding day
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,What does Puck call the craftsmen when he sees them rehearsing?,"""hempen homespuns""","""hempen homespuns""",What does Puck call the craftsmen when he sees them rehearsing?,"""hempen homespuns""","""hempen homespuns""","""crafty craftsfolk""","""hempen homespuns""","""authorial actors""","""theatrical dramatists"""
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,What does Puck do to Bottom?,He transforms Bottom's head into that of an ass.,He transforms Bottom's head into that of an ass.,What does Puck do to Bottom?,He transforms Bottom's head into that of an ass.,He transforms Bottom's head into that of an ass.,He transforms Bottom's head into that of an ass.,He transforms Bottom into a fairy.,He gives Bottom the ability to fly.,He sprinkles the love potion onto Bottom's eyes.
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,What does Titania give to Bottom?,An embrace and a group of fairy servants,An embrace and a group of fairy servants,What does Titania give to Bottom?,An embrace and a group of fairy servants,An embrace and a group of fairy servants,An embrace and a crown of flowers,An embrace and a group of fairy servants,An embrace and several kisses,A robe to wear during his performance
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,How does Bottom react to Titania's behavior?,He accepts it as perfectly natural.,He accepts it as perfectly natural.,How does Bottom react to Titania's behavior?,He accepts it as perfectly natural.,He accepts it as perfectly natural.,He wishes she would leave him alone.,He wonders about her motives.,He accepts it as perfectly natural.,He fears it won't last.
f6ba4024-0b25-11ea-9221-c9dc32036b5d,test,What does Oberon realize when he sees Hermia and Demetrius in the clearing?,That Puck has given the love potion to the wrong man,That Puck has given the love potion to the wrong man,What does Oberon realize when he sees Hermia and Demetrius in the clearing?,That Puck has given the love potion to the wrong man,That Puck has given the love potion to the wrong man,That Puck has given the love potion to the wrong woman,That Puck has used up all of the love potion,That Puck has confused Bottom with Demetrius,That Puck has given the love potion to the wrong man
